spot_slug,image_url,source,license,author,attribution_text,width,height,description
henrhyd-falls,https://upload.wikimedia.org/wikipedia/commons/7/72/Henrhyd_Falls_on_the_Nant_Llech%2C_near_Coelbren%2C_Powys_-_geograph.org.uk_-_7830442.jpg,Wikimedia Commons,CC BY-SA 2.0,Ruth Sharville,"Henrhyd Falls on the Nant Llech, near Coelbren, Powys by Ruth Sharville via Wikimedia Commons",4000,3000,"Henrhyd Falls on the Nant Llech, near Coelbren, Powys"
llyn-y-fan-fawr,https://upload.wikimedia.org/wikipedia/commons/5/53/Brecon_Beacons_UKSF.jpg,Wikimedia Commons,CC BY-SA 4.0,Chris Morris,Chris Morris (CC BY-SA 4.0) via Wikimedia Commons,1440,1440,A member of UK Armed Forces training in the Brecon Beacons above Llyn y Fan Fawr.
llyn-y-fan-fawr,https://upload.wikimedia.org/wikipedia/commons/8/89/Llyn_Y_Fan_Fawr_Lake_in_the_Brecon_Beacons_in_Wales.jpg,Wikimedia Commons,CC BY-SA 4.0,Tcpaulh,Tcpaulh (CC BY-SA 4.0) via Wikimedia Commons,4000,2252,Llyn Y Fan Fach in the Brecon Beacons
llyn-y-fan-fawr,https://upload.wikimedia.org/wikipedia/commons/a/a4/Llyn_y_Fan_Fawr.jpg,Wikimedia Commons,CC BY-SA 3.0,"Blisco at English Wikipedia

(Original text: David Gruar (Blisco))",Blisco at the English-language Wikipedia via Wikimedia Commons,2048,1536,Llyn y Fan Fawr
llyn-y-fan-fawr,https://upload.wikimedia.org/wikipedia/commons/3/3f/Fan_Brycheiniog_and_Llyn_y_Fan_Fawr_-_geograph.org.uk_-_7338722.jpg,Wikimedia Commons,CC BY-SA 2.0,Dave Croker,Fan Brycheiniog and Llyn y Fan Fawr by Dave Croker via Wikimedia Commons,3186,2127,Fan Brycheiniog and Llyn y Fan Fawr
llyn-y-fan-fawr,https://upload.wikimedia.org/wikipedia/commons/6/68/Llyn-y-Fan_Fawr_-_geograph.org.uk_-_5973711.jpg,Wikimedia Commons,CC BY-SA 2.0,John H Darch,Llyn-y-Fan Fawr by John H Darch via Wikimedia Commons,1080,810,Llyn-y-Fan Fawr
llyn-y-fan-fawr,https://upload.wikimedia.org/wikipedia/commons/9/97/Llyn-y-Fan_Fawr_from_Bwlch_Giedd_-_geograph.org.uk_-_1950990.jpg,Wikimedia Commons,CC BY-SA 2.0,Nigel Davies,Llyn-y-Fan Fawr from Bwlch Giedd by Nigel Davies via Wikimedia Commons,1280,690,Llyn-y-Fan Fawr from Bwlch Giedd
llyn-y-fan-fawr,https://upload.wikimedia.org/wikipedia/commons/3/3b/Llyn_y_Fan_Fawr_-_geograph.org.uk_-_2952130.jpg,Wikimedia Commons,CC BY-SA 2.0,Philip Halling,Llyn y Fan Fawr by Philip Halling via Wikimedia Commons,1024,680,Llyn y Fan Fawr
llyn-y-fan-fawr,https://upload.wikimedia.org/wikipedia/commons/1/16/Llyn_y_Fan_Fawr_-_geograph.org.uk_-_2955725.jpg,Wikimedia Commons,CC BY-SA 2.0,Philip Halling,Llyn y Fan Fawr by Philip Halling via Wikimedia Commons,1024,680,Llyn y Fan Fawr
llyn-y-fan-fawr,https://upload.wikimedia.org/wikipedia/commons/4/4b/Llyn_y_Fan_Fawr_-_geograph.org.uk_-_6424813.jpg,Wikimedia Commons,CC BY-SA 2.0,Alan Hughes,Llyn y Fan Fawr by Alan Hughes via Wikimedia Commons,2048,1536,Llyn y Fan Fawr
llyn-y-fan-fawr,https://upload.wikimedia.org/wikipedia/commons/c/c8/Llyn_y_Fan_Fawr_-_geograph.org.uk_-_6425226.jpg,Wikimedia Commons,CC BY-SA 2.0,Alan Hughes,Llyn y Fan Fawr by Alan Hughes via Wikimedia Commons,2048,1536,Llyn y Fan Fawr
tor-y-foel,https://upload.wikimedia.org/wikipedia/commons/e/ed/Approaching_Tor_y_Foel_-_geograph.org.uk_-_7895049.jpg,Wikimedia Commons,CC BY-SA 2.0,Chris Andrews,Approaching Tor y Foel by Chris Andrews via Wikimedia Commons,1600,1200,Approaching Tor y Foel
tor-y-foel,https://upload.wikimedia.org/wikipedia/commons/5/56/Farmland_near_Tor_y_Foel_-_geograph.org.uk_-_6399186.jpg,Wikimedia Commons,CC BY-SA 2.0,Alan Hughes,Farmland near Tor y Foel by Alan Hughes via Wikimedia Commons,2048,1536,Farmland near Tor y Foel
tor-y-foel,https://upload.wikimedia.org/wikipedia/commons/a/ab/Field_below_Tor_y_Foel_-_geograph.org.uk_-_7213413.jpg,Wikimedia Commons,CC BY-SA 2.0,Derek Harper,Field below Tor y Foel by Derek Harper via Wikimedia Commons,4288,2848,Field below Tor y Foel
tor-y-foel,https://upload.wikimedia.org/wikipedia/commons/a/a5/On_Tor_y_Foel_-_geograph.org.uk_-_6479516.jpg,Wikimedia Commons,CC BY-SA 2.0,Richard Webb,On Tor y Foel by Richard Webb via Wikimedia Commons,1024,682,On Tor y Foel
tor-y-foel,https://upload.wikimedia.org/wikipedia/commons/4/47/Path_from_Tor_y_Foel_-_geograph.org.uk_-_4128863.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Path from Tor y Foel by Gareth James via Wikimedia Commons,4000,3000,Path from Tor y Foel
tor-y-foel,https://upload.wikimedia.org/wikipedia/commons/f/f7/Sheep_on_Tor_y_Foel_-_geograph.org.uk_-_4128885.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Sheep on Tor y Foel by Gareth James via Wikimedia Commons,4000,3000,Sheep on Tor y Foel
tor-y-foel,https://upload.wikimedia.org/wikipedia/commons/4/4c/Slopes_of_Tor_y_Foel_-_geograph.org.uk_-_7212593.jpg,Wikimedia Commons,CC BY-SA 2.0,Derek Harper,Slopes of Tor y Foel by Derek Harper via Wikimedia Commons,4284,2625,Slopes of Tor y Foel
tor-y-foel,https://upload.wikimedia.org/wikipedia/commons/0/0a/Slopes_of_Tor_y_Foel_-_geograph.org.uk_-_7212972.jpg,Wikimedia Commons,CC BY-SA 2.0,Derek Harper,Slopes of Tor y Foel by Derek Harper via Wikimedia Commons,4288,2848,Slopes of Tor y Foel
tor-y-foel,https://upload.wikimedia.org/wikipedia/commons/2/2b/Tor_y_Foel_-_geograph.org.uk_-_3363462.jpg,Wikimedia Commons,CC BY-SA 2.0,Rude Health,Tor y Foel by Rude Health via Wikimedia Commons,2592,1944,Tor y Foel
tor-y-foel,https://upload.wikimedia.org/wikipedia/commons/3/3b/View_below_Tor_y_Foel_-_geograph.org.uk_-_7212856.jpg,Wikimedia Commons,CC BY-SA 2.0,Derek Harper,View below Tor y Foel by Derek Harper via Wikimedia Commons,4288,2848,View below Tor y Foel
ysgyryd-fach,https://upload.wikimedia.org/wikipedia/commons/c/cc/St_Faith%27s_Church%2C_Llanfoist.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,3456,2592,This is a photo of listed building number
ysgyryd-fach,https://upload.wikimedia.org/wikipedia/commons/8/8c/Ysgyryd_Fach_Clouds.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,5472,3648,"Dark clouds over Ysgyryd Fach or the little Skirrid, situated in the Bannau Brycheiniog National Park, seen from Abergavenny Castle Meadows."
ysgyryd-fach,https://upload.wikimedia.org/wikipedia/commons/7/71/Ysgyryd_Fach_Summit.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,5472,3648,"The wooded summit of Ysgyryd Fach, or Little Skirrid, under dark clouds."
ysgyryd-fach,https://upload.wikimedia.org/wikipedia/commons/2/23/Ysgyryd_Fach_through_the_Trees.jpg,Wikimedia Commons,CC BY-SA 4.0,WelshDave,WelshDave (CC BY-SA 4.0) via Wikimedia Commons,5472,3648,"Ysgyryd Fach, or the Little Skirrid, seen through the trees at Abergavenny Castle Meadows on a cloudy day."
fan-gyhirych,https://upload.wikimedia.org/wikipedia/commons/f/f3/Rocky_ground_and_view_to_Fan_Gyhirych_-_geograph.org.uk_-_3210396.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Rocky ground and view to Fan Gyhirych by Gareth James via Wikimedia Commons,4000,3000,Rocky ground and view to Fan Gyhirych
fan-gyhirych,https://upload.wikimedia.org/wikipedia/commons/1/1d/Rocky_ground_and_view_to_Fan_Gyhirych_-_geograph.org.uk_-_3210397.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Rocky ground and view to Fan Gyhirych by Gareth James via Wikimedia Commons,4000,3000,Rocky ground and view to Fan Gyhirych
fan-gyhirych,https://upload.wikimedia.org/wikipedia/commons/2/21/View_across_the_Brecon_Beacons_from_track_near_Fan_Gyhirych_-_geograph.org.uk_-_4393489.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,View across the Brecon Beacons from track near Fan Gyhirych by Gareth James via Wikimedia Commons,4000,3000,View across the Brecon Beacons from track near Fan Gyhirych
fan-gyhirych,https://upload.wikimedia.org/wikipedia/commons/0/08/View_over_Cwm_Haffes_towards_Fan_Gyhirych_-_geograph.org.uk_-_3210394.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,View over Cwm Haffes towards Fan Gyhirych by Gareth James via Wikimedia Commons,4000,3000,View over Cwm Haffes towards Fan Gyhirych
fan-gyhirych,https://upload.wikimedia.org/wikipedia/commons/d/d0/View_towards_Fan_Gyhirych_-_geograph.org.uk_-_3210258.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,View towards Fan Gyhirych by Gareth James via Wikimedia Commons,4000,3000,View towards Fan Gyhirych
fan-gyhirych,https://upload.wikimedia.org/wikipedia/commons/c/c6/View_towards_Fan_Gyhirych_-_geograph.org.uk_-_3210380.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,View towards Fan Gyhirych by Gareth James via Wikimedia Commons,4000,3000,View towards Fan Gyhirych
fan-gyhirych,https://upload.wikimedia.org/wikipedia/commons/f/f6/View_towards_Fan_Gyhirych_-_geograph.org.uk_-_3210392.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,View towards Fan Gyhirych by Gareth James via Wikimedia Commons,4000,3000,View towards Fan Gyhirych
fan-gyhirych,https://upload.wikimedia.org/wikipedia/commons/d/dc/View_towards_Fan_Gyhirych_from_Castell_y_Geifr_-_geograph.org.uk_-_3210262.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,View towards Fan Gyhirych from Castell y Geifr by Gareth James via Wikimedia Commons,4000,3000,View towards Fan Gyhirych from Castell y Geifr
fan-gyhirych,https://upload.wikimedia.org/wikipedia/commons/e/e7/Y_Gyrn%2C_Fan_Fawr%2C_Fan_Gyhirych%2C_and_Fan_Brycheiniog_%28seen_from_Corn_Du%2C_2005%29.jpg,Wikimedia Commons,Public domain,Gabby77 (talk),Gabby77 (talk) (Public domain) via Wikimedia Commons,1375,963,"Y Gyrn (bottom centre), Fan Fawr, Fan Gyhirych and Fan Brycheiniog from Corn Du"
fan-gyhirych,https://upload.wikimedia.org/wikipedia/commons/4/4c/Fan_Gyhirych_-_geograph.org.uk_-_2464564.jpg,Wikimedia Commons,CC BY-SA 2.0,David Purchase,Fan Gyhirych by David Purchase via Wikimedia Commons,2592,1944,Fan Gyhirych
pen-y-crug,https://upload.wikimedia.org/wikipedia/commons/2/28/Farmer%27s_field_on_lower_slopes_of_Pen-y-crug_with_Brecon_Beacons_behind_%281%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,6000,4000,"View from a farmer's sheep field on the lower slopes of Pen-y-crug over the town of Brecon and towards the peaks of the Bannau Brycheiniog/Brecon Beacons National Park. The three tallest visible peaks are, in order of height, Pen y Fan, Corn Du and Cribyn."
pen-y-crug,https://upload.wikimedia.org/wikipedia/commons/6/67/Farmer%27s_field_on_lower_slopes_of_Pen-y-crug_with_Brecon_Beacons_behind_%282%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,6000,4000,"View from a farmer's sheep field on the lower slopes of Pen-y-crug over the town of Brecon and towards the peaks of the Bannau Brycheiniog/Brecon Beacons National Park. The three tallest visible peaks are, in order of height, Pen y Fan, Corn Du and Cribyn."
pen-y-crug,https://upload.wikimedia.org/wikipedia/commons/d/d9/Farmer%27s_field_on_lower_slopes_of_Pen-y-crug_with_Brecon_Beacons_behind_%283%29.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,6000,3750,"View from a farmer's field on the lower slopes of Pen-y-crug over the town of Brecon and towards the peaks of the Bannau Brycheiniog/Brecon Beacons National Park. The three tallest visible peaks are, in order of height, Pen y Fan, Corn Du and Cribyn."
pen-y-crug,https://upload.wikimedia.org/wikipedia/commons/9/92/Panorama_towards_Brecon_Beacons_from_top_of_Pen-y-crug.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,17753,3294,"Panorama composed of 6 frames taken from the top of Pen-y-crug, looking roughly southwards over the town of Brecon/Aberhonddu towards the peaks of the Brecon Beacons/Bannau Brycheiniog National Park."
pen-y-crug,https://upload.wikimedia.org/wikipedia/commons/5/5b/View_from_Pen-y-Crug_summit_towards_Pen-y-Fan_and_Corn_Du.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,5986,3367,"View from Pen-y-Crug summit towards Pen-y-Fan and Corn Du. Pen-y-Crug is a hill on the northern edge of Bannau Brycheiniog National Park, just north of the town of Brecon/Aberhonddu. Several gorse bushes can be seen in the foreground."
pen-y-crug,https://upload.wikimedia.org/wikipedia/commons/5/5d/Cradoc_and_Battle_from_Pen-y-Crug.jpg,Wikimedia Commons,CC BY-SA 4.0,Dominic Nelson,Dominic Nelson (CC BY-SA 4.0) via Wikimedia Commons,6000,4000,"The villages of Cradoc and Battle as seen from the summit of Pen-y-Crug, an Iron Age hillfort in Powys, Wales. Some gorse bushes can be seen in the foreground."
pen-y-crug,https://upload.wikimedia.org/wikipedia/commons/3/39/Footpath_to_Pen-y-Crug_-_geograph.org.uk_-_6974808.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Footpath to Pen-y-Crug by Gareth James via Wikimedia Commons,4500,3375,Footpath to Pen-y-Crug
pen-y-crug,https://upload.wikimedia.org/wikipedia/commons/4/4b/Hillfort_ramparts%2C_Pen-y-crug_-_geograph.org.uk_-_5704763.jpg,Wikimedia Commons,CC BY-SA 2.0,Jonathan Billinger,"Hillfort ramparts, Pen-y-crug by Jonathan Billinger via Wikimedia Commons",1600,901,"Hillfort ramparts, Pen-y-crug"
pen-y-crug,https://upload.wikimedia.org/wikipedia/commons/2/2e/Path_descending_Pen-y-crug_-_geograph.org.uk_-_5704358.jpg,Wikimedia Commons,CC BY-SA 2.0,Jonathan Billinger,Path descending Pen-y-crug by Jonathan Billinger via Wikimedia Commons,1600,900,Path descending Pen-y-crug
pen-y-crug,https://upload.wikimedia.org/wikipedia/commons/0/08/Pen-y-Crug_-_Beef_Cattle_-_geograph.org.uk_-_6617523.jpg,Wikimedia Commons,CC BY-SA 2.0,Colin Smith,Pen-y-Crug - Beef Cattle by Colin Smith via Wikimedia Commons,4789,3185,Pen-y-Crug - Beef Cattle
talybont-reservoir,https://upload.wikimedia.org/wikipedia/commons/3/3b/Countryside_below_Dam%2C_Talybont_Reservoir%2C_Brecon_Beacons%2C_Wales_-_geograph.org.uk_-_3662925.jpg,Wikimedia Commons,CC BY-SA 2.0,Christine Matthews,"Countryside below Dam, Talybont Reservoir, Brecon Beacons, Wales by Christine Matthews via Wikimedia Commons",1024,683,"Countryside below Dam, Talybont Reservoir, Brecon Beacons, Wales"
talybont-reservoir,https://upload.wikimedia.org/wikipedia/commons/5/5a/Countryside_near_Talybont_Reservoir%2C_Brecon_Beacons%2C_Wales_-_geograph.org.uk_-_3662942.jpg,Wikimedia Commons,CC BY-SA 2.0,Christine Matthews,"Countryside near Talybont Reservoir, Brecon Beacons, Wales by Christine Matthews via Wikimedia Commons",1024,683,"Countryside near Talybont Reservoir, Brecon Beacons, Wales"
talybont-reservoir,https://upload.wikimedia.org/wikipedia/commons/b/b7/Dam_at_Talybont_Reservoir%2C_Brecon_Beacons%2C_Wales_-_geograph.org.uk_-_3662930.jpg,Wikimedia Commons,CC BY-SA 2.0,Christine Matthews,"Dam at Talybont Reservoir, Brecon Beacons, Wales by Christine Matthews via Wikimedia Commons",1024,683,"Dam at Talybont Reservoir, Brecon Beacons, Wales"
talybont-reservoir,https://upload.wikimedia.org/wikipedia/commons/9/94/Information_Board%2C_Talybont_Reservoir%2C_Brecon_Beacons%2C_Wales_-_geograph.org.uk_-_3662936.jpg,Wikimedia Commons,CC BY-SA 2.0,Christine Matthews,"Information Board, Talybont Reservoir, Brecon Beacons, Wales by Christine Matthews via Wikimedia Commons",1024,683,"Information Board, Talybont Reservoir, Brecon Beacons, Wales"
talybont-reservoir,https://upload.wikimedia.org/wikipedia/commons/1/15/Pumping_Station%2C_Talybont_Reservoir%2C_Brecon_Beacons%2C_Wales_-_geograph.org.uk_-_3646438.jpg,Wikimedia Commons,CC BY-SA 2.0,Christine Matthews,"Pumping Station, Talybont Reservoir, Brecon Beacons, Wales by Christine Matthews via Wikimedia Commons",683,1024,"Pumping Station, Talybont Reservoir, Brecon Beacons, Wales"
talybont-reservoir,https://upload.wikimedia.org/wikipedia/commons/0/01/Pumping_Station%2C_Talybont_Reservoir%2C_Brecon_Beacons%2C_Wales_-_geograph.org.uk_-_3646439.jpg,Wikimedia Commons,CC BY-SA 2.0,Christine Matthews,"Pumping Station, Talybont Reservoir, Brecon Beacons, Wales by Christine Matthews via Wikimedia Commons",1024,683,"Pumping Station, Talybont Reservoir, Brecon Beacons, Wales"
talybont-reservoir,https://upload.wikimedia.org/wikipedia/commons/5/59/Pumping_Station%2C_Talybont_Reservoir%2C_Brecon_Beacons%2C_Wales_-_geograph.org.uk_-_3662915.jpg,Wikimedia Commons,CC BY-SA 2.0,Christine Matthews,"Pumping Station, Talybont Reservoir, Brecon Beacons, Wales by Christine Matthews via Wikimedia Commons",1024,683,"Pumping Station, Talybont Reservoir, Brecon Beacons, Wales"
talybont-reservoir,https://upload.wikimedia.org/wikipedia/commons/2/28/Road_across_Dam%2C_Talybont_Reservoir%2C_Brecon_Beacons%2C_Wales_-_geograph.org.uk_-_3662941.jpg,Wikimedia Commons,CC BY-SA 2.0,Christine Matthews,"Road across Dam, Talybont Reservoir, Brecon Beacons, Wales by Christine Matthews via Wikimedia Commons",1024,683,"Road across Dam, Talybont Reservoir, Brecon Beacons, Wales"
talybont-reservoir,https://upload.wikimedia.org/wikipedia/commons/8/80/Road_near_Talybont_Reservoir%2C_Brecon_Beacons%2C_Wales_-_geograph.org.uk_-_3662947.jpg,Wikimedia Commons,CC BY-SA 2.0,Christine Matthews,"Road near Talybont Reservoir, Brecon Beacons, Wales by Christine Matthews via Wikimedia Commons",1024,683,"Road near Talybont Reservoir, Brecon Beacons, Wales"
talybont-reservoir,https://upload.wikimedia.org/wikipedia/commons/c/ce/Signpost_close_to_Talybont_Reservoir%2C_Brecon_Beacons%2C_Wales_-_geograph.org.uk_-_3662919.jpg,Wikimedia Commons,CC BY-SA 2.0,Christine Matthews,"Signpost close to Talybont Reservoir, Brecon Beacons, Wales by Christine Matthews via Wikimedia Commons",683,1024,"Signpost close to Talybont Reservoir, Brecon Beacons, Wales"
llanthony-priory,https://upload.wikimedia.org/wikipedia/commons/e/e4/Autumn_in_the_Vale_of_Ewyas%2C_Brecon_Beacons_National_Park_%2845678372971%29.jpg,Wikimedia Commons,CC BY 2.0,JackPeasePhotography,JackPeasePhotography (CC BY 2.0) via Wikimedia Commons,17717,5822,"The Vale of Ewyas is a gorgeous, long and steep sided valley in the north east Brecon Beacons National Park.

Seen from the grounds of Llanthony Priory, looking north towards Gospel Pass."
llanthony-priory,https://upload.wikimedia.org/wikipedia/commons/7/78/Llanthony_Priory_-_geograph.org.uk_-_2031203.jpg,Wikimedia Commons,CC BY-SA 2.0,Philip Pankhurst,Llanthony Priory by Philip Pankhurst via Wikimedia Commons,3655,2322,Llanthony Priory
llanthony-priory,https://upload.wikimedia.org/wikipedia/commons/e/eb/Llanthony_Priory_-_geograph.org.uk_-_2142343.jpg,Wikimedia Commons,CC BY-SA 2.0,nick macneill,Llanthony Priory by nick macneill via Wikimedia Commons,680,1024,Llanthony Priory
llanthony-priory,https://upload.wikimedia.org/wikipedia/commons/4/42/Llanthony_Priory_-_geograph.org.uk_-_3334928.jpg,Wikimedia Commons,CC BY-SA 2.0,Gareth James,Llanthony Priory by Gareth James via Wikimedia Commons,4000,3000,Llanthony Priory
llanthony-priory,https://upload.wikimedia.org/wikipedia/commons/8/8f/Llanthony_Priory_in_the_snow.jpg,Wikimedia Commons,CC BY-SA 4.0,Hfd rich,Hfd rich (CC BY-SA 4.0) via Wikimedia Commons,3872,2592,This is a photo of listed building number
llanthony-priory,https://upload.wikimedia.org/wikipedia/commons/5/5c/Llanthony_Priory_ruins_from_the_west.jpg,Wikimedia Commons,CC BY-SA 4.0,Nicholasphatton,Nicholasphatton (CC BY-SA 4.0) via Wikimedia Commons,3264,1836,This is a photo of listed building number
llanthony-priory,https://upload.wikimedia.org/wikipedia/commons/0/0d/Mediaeval_infrastructure_of_Llanthony_Priory%2C_with_Offa%27s_Dyke_in_the_background.jpg,Wikimedia Commons,CC BY-SA 4.0,Nicholasphatton,Nicholasphatton (CC BY-SA 4.0) via Wikimedia Commons,3264,1836,This is a photo of listed building number
